Label,Count,Remarks
lcsh:qd1-999,2,
acetates,2,
solo sob floresta,2,
structural health monitoring (shm),2,
vitamin e,2,
plant extract,2,
global sensitivity analysis,2,
southeast asia,2,
aerial survey,2,
congo basin,2,
imaging science & photographic technology,2,
cnn,2,
coloring agents,2,
organic vineyard,2,
proteaceae,2,
grain size,2,
computer applications to medicine. medical informatics,2,
r858-859.7,2,
fracionamento,2,
fame,2,
h2020 urbanfluxes,2,
urban remote sensing,2,
soil physics,2,
física do solo,2,
voc,2,
labile fraction,2,
amendment,2,
spiders,2,
culture sous couvert végétal,2,
inga,2,
p02 - pollution,2,
latitude,2,
algorithm,2,
dmpp,2,
estuaries,2,
biofortification,2,
"geography, planning and development",2,
reductive dissolution,2,
nitrogen gradient,2,
mechanisms affecting plant growth,2,
density fractions,2,
pcr-dgge,2,
carbon monoxide,2,
carbon protection,2,
bryopsida,2,
fertilization management,2,
lannoitus,2,
prosopis,2,
invasive species,2,
black nitrogen,2,
biological nitrogen fixation,2,
coniferophyta,2,
meta-omic approaches,2,
food-processing environment,2,
ddc:330,2,
jel:q54,2,
jel:q48,2,
cyanobacteria,2,
ireland,2,
kelvin-helmholtz instability,2,
kelvin-helmholtzova nestabilnost,2,
chloride,2,
gut,2,
antioxidative enzymes,2,
adaptative capacity,2,
cistus ladanifer l.,2,
sulphide abandoned mine,2,
fossils,2,
brain,2,
sediment trapping,2,
northern peatlands,2,
boreal mire,2,
raised co2,2,
water-table,2,
atmosphere (unit),2,
3d image analysis,2,
anacardiaceae,2,
nitrifier denitrification,2,
films,2,
genomes,2,
vermicompost,2,
albinism,2,
thylakoid membrane,2,
chloroplast,2,
hydrogeophysics,2,
[sdv.bid]life sciences [q-bio]/biodiversity,2,
n addition,2,
[sdv.bid] life sciences [q-bio]/biodiversity,2,
forb,2,
sward,2,
multifunctional,2,
antagonism,2,
multispecies,2,
livestock intake,2,
soil vineyard,2,
zea mays l,2,
by-product utilisation,2,
soiling; photocatalytic activity; anatase; marble; calcium phosphates; cultural heritage; protection; rain; leaching; consolidation,2,
cais,2,
fluxnet,2,
cubesats,2,
land surface modeling,2,
geomatic engineering,2,
fao-56,2,
strategic environmental assessment,2,
nonlinear dynamics,2,
decision-support,2,
multi-criteria decision analysis,2,
participatory design,2,
urtica dioica,2,
scheme,2,
tp368-456,2,
food processing and manufacture,2,
iop conference series: materials science and engineering,2,
mesocosm,2,
mediterranean shrublands,2,
night-time warming,2,
drought period extension,2,
apple yield,2,
abrupt,2,
gradual,2,
microbial fermentation,2,
restricted tillering,2,
locus,2,
hollow stems,2,
esca disease,2,
slurries,2,
plant-bacterial interactions,2,
omics tools,2,
molecular mechanisms,2,
plant-fungal interactions,2,
plant habitus,2,
landrace,2,
multiple correspondence analysis (mca),2,
protein crops,2,
numerične simulacije,2,
bioactive molecules,2,
manejo florestal,2,
satellite remote sensing,2,
precipitation regime,2,
spectral contrast,2,
hollow ways,2,
betulaceae,2,
cycle,2,
soil enzyme,2,
mesophyll conductance,2,
annotation,2,
isolation,2,
phage,2,
new genus,2,
anions,2,
long-term trial,2,
fatigue damage,2,
alkali activated material,2,
high-calcium fly ash,2,
disservice,2,
model uncertainty,2,
[chim.poly]chemical sciences/polymers,2,
glucosidase,2,
heathland,2,
molten nitrates,2,
thermal emittance,2,
solare hochtemperatur-technologien,2,
raiselife,2,
ecosystem responses,2,
titanium isotopes,2,
plume,2,
magma differentiation,2,
plate tectonics,2,
island arc,2,
convergent-divergent channels,2,
free radicals,2,
photon counting,2,
microscale cavitation,2,
cavitation cloud shedding,2,
luminol chemiluminescence,2,
priestley-taylor,2,
0507 social and economic geography,2,
050703 geography,2,
pandemics,2,
diversité microbienne,2,
genetic diversity,2,
organophosphorus compounds,2,
enzyme inhibitors,2,
seaweed,2,
mutation,2,
n cycling,2,
thermal analyses,2,
forest cover depletion,2,
local networks,2,
emergent properties,2,
organic waste,2,
biofilms,2,
cone index,2,
pigeon pea,2,
enzimas,2,
oxidação,2,
2511 ciencias del suelo (edafología),2,
functional genes,2,
nitrification and denitrification,2,
cow,2,
kyoto protocol,2,
leerstoelgroep landdynamiek,2,
olea,2,
"cations, divalent",2,
agrivoltaics,2,
lake sediments,2,
organochlorine compounds,2,
long range transport,2,
thlaspi,2,
pyrogenic carbon,1,
short rotation coppice willow,1,
"biomass crops, carbon dioxide, land-use change, priming, pyrogenic carbon, short rotation coppice willow, soilorganic carbon",1,
intestinal inflammation,1,
vi secretion system,1,
xanthomonas campestris,1,
10 technology,1,
escherichia-coli,1,
immunity proteins,1,
host-range,1,
subsoil clay fraction,1,
pathologies,1,
readily mineralizable c,1,
inspire,1,
high-value-dataset,1,
gaseous losses,1,
cellulose nanocrystals; flexible packaging materials; oxygen barrier; moisture effects,1,
cellulose nanocrystals; flexible packaging materials; moisture effects; oxygen barrier; chemistry (all); polymers and plastics,1,
climosequence,1,
pinus nigra,1,
elevation gradient,1,
subsoil reference bulk density,1,
chain fatty-acids,1,
extruded linseed,1,
crude linseed,1,
ruminal methanogenesis,1,
coconut oil,1,
detergent fiber,1,
ground insect herbivory,1,
determinant,1,
subsoil ph (h2o),1,
catharanthus,1,
secondary metabolism,1,
superoxides,1,
global-scale evaluation,1,
radiofrequency interference,1,
near-surface,1,
amsr-e,1,
4 decades,1,
heihe river-basin,1,
chemical analysis,1,
sampling,1,
soil association,1,
variable charge,1,
prix,1,
xas,1,
xps,1,
goethite,1,
ferrihydrite,1,
"arsenic, ferrihydrite, goethite, green rust, mineral transformation, xas, xps",1,
frost,1,
15,1,
spring warming,1,
13,1,
flowering,1,
c; 13; climate change; flowering; frost; n; 15; nutrient; snow manipulation; spring warming; water;,1,
pearl millet,1,
parklands,1,
shrub intercropping,1,
"models, economic",1,
gaez v4_theme1_soil suitability,1,
decomposer,1,
microbial physiology,1,
"glucan 1,4-beta-glucosidase",1,
microbial metabolism,1,
coal gasification plants,1,
sus scrofa,1,
coal combustion,1,
uncertainty analysis,1,
cogeneration plants,1,
power generation,1,
nutrient uptake efficiency,1,
prix des produit de premiere necessite,1,
brownsweg,1,
gaez v4_theme2,1,
gaez v4_theme2_moisture regime,1,
forest cover,1,
stakolder perception,1,
"intercropping,",1,
stakeholder perception,1,
protein conformation,1,
functional food,1,
"scattering, small angle",1,
carbohydrate conformation,1,
dietary carbohydrates,1,
"chromatography, gel",1,
erosion mitigation,1,
post-fire restoration,1,
catastrophic events,1,
glosis,1,
imaging; infrared photonics; metasurfaces; nonlinear optical processes,1,
pyrogenic carbon capture and storage,1,
shovelomics,1,
pyccs,1,
pyccs; pyrogenic carbon capture and storage; nitrogen fertilizer; root architecture; shovelomics,1,
n-15 natural-abundance,1,
cassia-siamea,1,
metagenomic sequencing,1,
poroelasticity · acoustics · discontinuous galerkin method · polygonal and polyhedral meshes · stability and convergence analysis,1,
iron isotopes,1,
mekong basin,1,
central africa,1,
north africa,1,
north and central eurasia,1,
coast and ocean management,1,
resource management,1,
river management,1,
peregrine species,1,
annelida,1,
archiannelida,1,
corethrurus,1,
haplotaxida,1,
pontoscolex,1,
eudrilidae,1,
crassiclitellata,1,
azores,1,
cephalornis,1,
periscolex,1,
mitochondrial genome,1,
clitellata,1,
southeast brazil,1,
compound events,1,
apparent n recovery,1,
crop residue retention,1,
precision agriculture (pa),1,
convolutional neural network (cnn),1,
local weighted regression (lwr),1,
x-ray fluorescence (xrf),1,
spectra fusion (sf),1,
visible-near-infrared (vis-nir),1,
supply chain dynamics,1,
rolling horizon,1,
awc,1,
grain weight,1,
plant height,1,
grain number,1,
poplar plantations; 2003 heat-wave; eddy covariance; net ecosystem exchange,1,
geo/10 - geofisica della terra solida,1,
2003 heat-wave,1,
[chim.mate] chemical sciences/material chemistry,1,
chemical activation,1,
sewage sludge digestate derived biochar,1,
biochar washing,1,
as(iii),1,
as(v),1,
sentinel-2; ndvi; time-series; onset of growth; svalbard,1,
onset of growth,1,
vdp::mathematics and natural science: 400,1,
plastic debris,1,
pesticides behavior,1,
"environment, general",1,
brassica cover crop,1,
sclerotium rolfsii sacc,1,
namur,1,
eurasian steppe,1,
pavlodar,1,
virgin lands campaign,1,
malwathu oya,1,
sdg 14 – leben unter wasser,1,
monte carlo simulation,1,
surface coating,1,
engineered nanoparticles,1,
attachment efficiency,1,
diffusion-limited aggregation,1,
semeadura direta,1,
sucessão de culturas,1,
crop succession,1,
aquamaps_globwat,1,
salmonella typhimurium,1,
high hydrostatic pressure,1,
fermented meat,1,
mowing,1,
mountain grassland,1,
13c pulse-labelling,1,
"spectrometry, mass, electrospray ionization",1,
solid phase extraction,1,
lc-esi-ms/ms,1,
limit of detection,1,
ultrasound-assisted extraction,1,
subsoil cec (clay),1,
new-zealand,1,
southern germany,1,
phosphorus p,1,
tropospheric o-3,1,
multi-grain aliquots,1,
quartz dose response,1,
‘infinitely’ old,1,
optically stimulated luminescence (osl),1,
single grains,1,
combinatorics,1,
tree (set theory),1,
embryophyta,1,
akkaya,1,
evapotranspiration; tseb; sentinel-2; sentinel-3; crop water stress index; vine water status; grapevines,1,
crop water stress index,1,
vine water status,1,
02110102 remote sensing/imaging,1,
boden,1,
humaninteractionservice,1,
boundaries,1,
subsoil gravel content,1,
eurasia,1,
air warming,1,
plfa; microbial community; soil enzymes; forest,1,
"encroachment,",1,
removal method,1,
woody plant traits,1,
shrub removal,1,
thickening,1,
global synthesis,1,
degree of flocculation,1,
grau de floculação,1,
macroagregados,1,
global-scale,1,
carbon dioxide in earth's atmosphere,1,
water use,1,
dominant soil,1,
precambrian geology,1,
geodynamics,1,
soft robotics,1,
"bioinspired robotics, soft robotics, embodied intelligence, plant biology, smart materials, plant biomechanics, seeds dispersal",1,
embodied intelligence,1,
qa75.5-76.95,1,
plant biomechanics,1,
electronic computers. computer science,1,
bioinspired robotics,1,
eea39,1,
caraway,1,
forage mixtures,1,
climate warming,1,
thermal biology,1,
acclimation,1,
fractional vegetation cover,1,
groundwater-dependent ecosystems,1,
gc1-1581,1,
geostationary,1,
active-role,1,
antagonisms,1,
apparent competition,1,
mutualisms,1,
"biological variation, population",1,
mucor,1,
determine mycelium architecture,1,
nutrient stocks,1,
shrub maquis; soil enzyme activity; soil microbial biomass;,1,
shrub maqui,1,
nucleic acid denaturation,1,
alberta,1,
taraxacum officinale,1,
lipid peroxidation,1,
heavy metals; lipid peroxidation; mining pollution; salix spp.; taraxacum officinale;,1,
salix spp,1,
mining pollution,1,
marginal land,1,
bioma,1,
"bioenergy; biomass; long-term; marginal land; soil carbon; yield; agronomy and crop science; energy (miscellaneous); renewable energy, sustainability and the environment",1,
<sup>13</sup>c,1,
n-alkanes,1,
ptmes,1,
chronosequence c<sub>4</sub>/c<sub>3</sub>,1,
<sup>14</sup>c,1,
molecular dynamics,1,
administrative,1,
coconuts,1,
rrna genes,1,
animal waste,1,
manure treatment,1,
agricultura biològica,1,
:enginyeria agroalimentària::agricultura::agricultura sostenible [àrees temàtiques de la upc],1,
agrotech,1,
àrees temàtiques de la upc::enginyeria agroalimentària::agricultura::agricultura sostenible,1,
organic matter characterization,1,
ft-ir,1,
cze,1,
monosaccharide,1,
biofilm reactor,1,
solid carbon source,1,
biofilters,1,
biodegradable polymer,1,
packed bed reactor,1,
tratamento de águas residuais,1,
soter,1,
luminescence,1,
carboxylic acids,1,
spectrum analysis techniques,1,
cunninghamia,1,
electromagnetic radiation,1,
absorption spectroscopy,1,
"spectrometry, fluorescence",1,
polar amplification,1,
soil physical quality,1,
agriculture sustainability,1,
integração lavoura-pecuária,1,
haplohumox,1,
sustentabilidade agrícola,1,
crop-livestock integration,1,
latossolo bruno,1,
qualidade física do solo,1,
bacillales,1,
ssu rrna genes,1,
pigeon-pea winter-period cultivation,1,
granites,1,
ries crater,1,
stable-isotope geochemistry,1,
australasian tektites,1,
lachlan fold belt,1,
ries area sediments,1,
qe geology,1,
qc physics,1,
volatile loss,1,
environmental sciences (social aspects to be 507),1,
straw management,1,
cycle de l'azote du sol,1,
biogeochemistry<br>---<br>chimie foliaire,1,
foliar chemistry,1,
stand density,1,
composés phénoliques,1,
biogéochimie,1,
densité du peuplement,1,
phenolic,1,
crop segmentation,1,
crop segmentation; interferometric coherence; sentinel-1; soil moisture,1,
soil threats data - country=gr,1,
upscaling,1,
fine root biomass,1,
quercus douglasii,1,
oak savanna,1,
precipitation change,1,
fibre optics dosimetry,1,
fibre bragg grating,1,
optical fibres,1,
dosimetry,1,
fibre optics sensors,1,
low-dose clinical x-ray measurements,1,
ghgs,1,
laboratory incubation,1,
dry and wet pyrolysis,1,
delta c-13,1,
bio-char,1,
functional significance,1,
multiple resource limitation,1,
"[sdv.ee.ieo]life sciences [q-bio]/ecology, environment/symbiosis",1,
vegetation status,1,
success factors,1,
agricultural waste valorisation,1,
jel: q - agricultural and natural resource economics • environmental and ecological economics/q.q5 - environmental economics/q.q5.q57 - ecological economics: ecosystem services • biodiversity conservation • bioeconomics • industrial ecology,1,
[shs.gestion]humanities and social sciences/business administration,1,
subsoil silt fraction,1,
biologia molecular,1,
clay loam acrisol,1,
regional estimates,1,
incidence angle,1,
solar weighting,1,
spectral reflectometer,1,
vitellaria paradoxa,1,
sol de zone aride,1,
metabolic networks; omics data,1,
[info.info-ds]computer science [cs]/data structures and algorithms [cs.ds],1,
original papers,1,
alterra - soil physics and land use,1,
agro water- en biobased economy,1,
fertilizer value,1,
alterra - bodemfysica en landgebruik,1,
mass flowering crops,1,
"mass flowering crops,",1,
permanent seminatural habitats,1,
permanent semi-natural habitats,1,
4,1,
biochar; ch; 4; co; 2; denitrification; n; 2; o; nitrification;,1,
o,1,
co,1,
soil types. rural settlement,1,
n2o/n2 ratio,1,
